land,aar,financial_allocation,humanitarian_allocation,military_allocation,total_allocation,financial_commitment,humanitarian_commitment,military_commitment,total_commitment,per_capita_eur,andel_bnp_pct
France,2023,0.1,0.046,1.7950614459110428,1.9410614459110427,0.1,0.046,0.19089073097012688,0.3368907309701269,28.31531204522585,0.077615447660657
France,2024,0.0,0.22170000000000004,0.6855354828309945,0.9072354828309945,0.0,0.22170000000000004,3.3,3.5217,13.234334157208353,0.03627679498858432
France,2025,0.0,0.2,2.195,2.395,0.0,0.3,2.195,2.495,34.937158991629275,0.09576667319772868
France,2026,0.0,0.07433239999999999,0.2650036217161634,0.3393360217161634,0.0,0.07433239999999999,0.2650036217161634,0.3393360217161634,4.950077888219025,0.013568718954450595
Germany,2022,1.407,1.4349779999999999,2.7328430660058394,5.57482106600584,1.407,1.4349779999999999,1.3599999999999999,4.2019779999999995,66.75105946917446,0.15478090000710557
Germany,2023,0.0,1.411096,4.2231968083718785,5.634292808371876,0.0,1.411096,15.736736000000002,17.147831999999994,67.46315439821494,0.15643209018871276
Germany,2024,0.0,0.441317804,3.958557819287595,4.3998756232875955,0.0,0.441317804,3.692868,4.134185804,52.68265221604042,0.1221593842795214
Germany,2025,0.0405,0.29846,9.01351350261543,9.352473502615432,0.0405,0.298,21.076714,21.415214000000002,111.98341750621258,0.2596647047300777
Germany,2026,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.12,1.4368402216790621,0.0033317137502603404
Greece,2022,0.0,0.0,0.13426452272087752,0.13426452272087752,0.0,0.0,0.13426452272087752,0.13426452272087752,12.903680310208165,0.0739038469255739
Greece,2023,0.0,0.0,0.010481330645537607,0.010481330645537607,0.0,0.0,0.010481330645537607,0.010481330645537607,1.0073229855124988,0.005769287671133169
Greece,2024,0.0,0.0,0.0037996898485029226,0.0037996898485029226,0.0,0.0,0.0037996898485029226,0.0037996898485029226,0.365174523317328,0.002091480990195723
Greece,2025,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.02,1.9221280571687016,0.011008693201734695
Hungary,2022,0.0,0.045028499613343695,0.0,0.045028499613343695,0.0,0.045028499613343695,0.0,0.045028499613343695,4.7090769214959,0.02928655530083976
Hungary,2023,0.0,0.007004231754005627,0.0,0.007004231754005627,0.0,0.007004231754005627,0.0,0.007004231754005627,0.7325020018171416,0.0045555553119694826
Iceland,2022,0.001868564515969279,0.004546548961991265,0.000871293593865941,0.007286407071826484,0.001868564515969279,0.004546548961991265,0.000871293593865941,0.007286407071826484,18.85198954693196,0.033660597807895654
Iceland,2023,0.006486273615671068,0.006780167796959681,0.01490086901329379,0.028167310425924536,0.006486273615671068,0.013422363217340732,0.019542515578579576,0.03945115241159138,72.87677403694778,0.13012291218853417
Iceland,2024,0.00278836323078353,0.0007339523299410819,0.002503220611916264,0.006025536172640876,0.00278836323078353,0.0,0.0,0.00278836323078353,15.58976101959834,0.027835824664315625
Iceland,2025,0.0017834928816340358,0.013166265504237856,0.038672426850101006,0.0536221852359729,0.0017834928816340358,0.013166265504237856,0.035239040515836116,0.05018879890170801,138.7357123459219,0.24771534077303697
Iceland,2026,0.0,0.0027633851468048354,0.0,0.0027633851468048354,0.0,0.0027633851468048354,0.0,0.0027633851468048354,7.1496565300534405,0.012765852236635143
India,2022,0.0,7.80005782920191e-05,0.0,7.80005782920191e-05,0.0,7.80005782920191e-05,0.0,7.80005782920191e-05,5.3758807781742215e-05,2.9044665641252797e-06
India,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,2024,0.0,0.0008575419032379741,0.0,0.0008575419032379741,0.0,0.0008575419032379741,0.0,0.0008575419032379741,0.0005910267763447666,3.1931837427747585e-05
Ireland,2022,0.025,0.02464076575414277,9.07526949604634e-05,0.04973151844910324,0.025,0.05664076575414277,9.07526949604634e-05,0.08173151844910324,9.216726086282684,0.011666303273651963
Ireland,2023,0.015,0.03175000000000001,0.00385,0.050600000000000006,0.015,0.019250000000000003,0.00385,0.0381,9.377681488716204,0.011870036629807228
Ireland,2024,0.0,0.07548099138144536,0.003133946996005862,0.07861493837745122,0.0,0.07548099138144536,0.003133946996005862,0.07861493837745122,14.569680876655914,0.018441940675699285
Ireland,2025,0.007,0.061900000000000004,0.20178737874156336,0.27068737874156334,0.007,0.029500000000000005,0.12178737874156335,0.15828737874156334,50.16640357418716,0.06349938934562961
Ireland,2026,0.0,0.025,0.0,0.025,0.0,0.025,0.0,0.025,4.633241842251088,0.0058646426036596975
Italy,2022,0.31,0.05132227269708518,0.32467040572665995,0.6859926784237451,0.31,0.05132227269708518,0.32467040572665995,0.6859926784237451,11.63632254126537,0.03849457223116458
Italy,2023,0.1,0.17066,0.7377872869067235,1.0084472869067236,0.1,0.17066,0.7377872869067235,1.0084472869067236,17.10603956192957,0.05658915633961539
Italy,2024,0.0,0.2535,0.31765963379496237,0.5711596337949624,0.0,0.2535,0.31765963379496237,0.5711596337949624,9.688438274094475,0.03205070035028036
