land,aar,maaned,kategori,maal,sum_eur,sum_nok
New Zealand,2023,7,Military,Allocation,422341.46106011735,4750496.7540042
New Zealand,2024,2,Financial,Allocation,1702836.168240213,19337407.52653586
New Zealand,2024,2,Military,Allocation,3689478.3645204618,41897716.307494365
New Zealand,2024,7,Humanitarian,Allocation,5560121.839191607,64536334.18749698
New Zealand,2024,7,Military,Allocation,3336073.1035149647,38721800.51249819
New Zealand,2024,8,Humanitarian,Allocation,1362127.8914260245,16075833.37460994
New Zealand,2025,2,Financial,Allocation,1636009.6633637447,19035790.43806885
New Zealand,2025,6,Humanitarian,Allocation,3662173.238233089,42713757.56413164
New Zealand,2025,6,Military,Allocation,4185340.843694959,48815722.93043616
New Zealand,2025,12,Military,Allocation,7407686.121053351,87277357.87825058
New Zealand,2026,2,Financial,Allocation,1524169.518133807,17158338.350391332
New Zealand,2026,2,Humanitarian,Allocation,2540282.5302230115,28597230.583985552
Norway,2022,2,Military,Allocation,10342535.201333107,102872026.38005976
Norway,2022,3,Military,Allocation,2677204.50133367,25998332.91245127
Norway,2022,4,Military,Allocation,105580096.89295855,1017647519.5261673
Norway,2022,5,Financial,Allocation,4928412.567272832,50712379.63472398
Norway,2022,6,Humanitarian,Allocation,2913427.5017844746,30400159.2673701
Norway,2022,6,Military,Allocation,3670326.266519825,37828217.66588657
Norway,2022,7,Military,Allocation,16330905.641452678,161305254.29232052
Norway,2022,9,Military,Allocation,15039117.32443559,151316078.9598087
Norway,2022,9,Military,Commitment,0.0,0.0
Norway,2022,10,Financial,Allocation,288686645.3099647,3027110425.3912277
Norway,2022,10,Military,Allocation,30666666.0,324569859.6108
Norway,2022,11,Military,Allocation,195922696.95178583,2028550950.4559653
Norway,2022,12,Humanitarian,Allocation,2871352.4708215897,30057030.52931332
Norway,2022,12,Military,Allocation,26799289.72766817,274679320.0637349
Norway,2023,1,Humanitarian,Allocation,3733136.7214660025,40116287.20887367
Norway,2023,1,Military,Allocation,7202154.33187854,77336733.21571176
Norway,2023,2,Financial,Commitment,0.0,0.0
Norway,2023,2,Humanitarian,Allocation,29900478.940041907,327028676.6622594
Norway,2023,2,Humanitarian,Commitment,0.0,0.0
Norway,2023,2,Military,Allocation,25401928.019705,276317092.6127471
Norway,2023,2,Military,Commitment,0.0,0.0
Norway,2023,3,Financial,Allocation,177213980.48797026,2024102642.3374987
Norway,2023,3,Military,Allocation,29422446.94071493,332179425.96067154
Norway,2023,4,Military,Allocation,5657327.815458492,63653423.91563123
Norway,2023,5,Military,Allocation,111845437.71796641,1316364879.2216058
Norway,2023,6,Financial,Allocation,51210170.02940318,595570009.9277899
Norway,2023,6,Humanitarian,Allocation,12802542.507350795,148944779.53051916
Norway,2023,6,Military,Allocation,11448114.493221566,131681936.95828107
Norway,2023,7,Military,Allocation,38585445.33009503,437211681.0353068
Norway,2023,8,Financial,Allocation,131433027.63407977,1521665877.4335587
Norway,2023,8,Military,Allocation,0.0,0.0
Norway,2023,9,Financial,Allocation,87317215.96125443,1004479788.9750787
Norway,2023,9,Humanitarian,Allocation,87317215.96125443,998908950.5967506
Norway,2023,9,Military,Allocation,14039935.817436265,161325882.5102514
Norway,2023,10,Humanitarian,Allocation,17199337.981845316,197711549.90270647
Norway,2023,10,Military,Allocation,34398675.96369063,395423099.80541295
Norway,2023,11,Financial,Allocation,16955239.70855484,198715409.3842628
Norway,2023,11,Humanitarian,Allocation,84776198.54277422,1012651691.593438
Norway,2023,11,Military,Allocation,4238809.92713871,49602553.76737719
Norway,2023,12,Financial,Allocation,11705273.533760473,138414859.5367176
Norway,2023,12,Humanitarian,Allocation,11878684.993519887,140465450.04837266
Norway,2023,12,Military,Allocation,29046419.509701915,343473910.70222515
Norway,2024,2,Humanitarian,Allocation,8784038.147822814,100129250.84703225
Norway,2024,3,Military,Allocation,138872132.61594307,1582309079.0260553
Norway,2024,4,Financial,Allocation,5991714.315061457,70492518.91669805
Norway,2024,4,Humanitarian,Allocation,63768959.49601123,744470717.636183
Norway,2024,5,Humanitarian,Allocation,14656746.061293414,170736434.86800697
Norway,2024,6,Humanitarian,Allocation,100719928.53264202,1148824642.2252975
Norway,2024,6,Military,Allocation,283521124.9102279,3241071739.41127
Norway,2024,7,Financial,Allocation,2560593.2857533037,29394330.62380505
Norway,2024,7,Humanitarian,Allocation,6823995.445323841,81492153.6080573
Norway,2024,7,Military,Allocation,376938712.5318454,4373164514.838052
Norway,2024,9,Financial,Allocation,21212969.73091045,249411491.61117962
Norway,2024,9,Humanitarian,Allocation,8485187.89236418,98530001.80613285
Norway,2024,9,Military,Allocation,0.0,0.0
Norway,2024,10,Financial,Allocation,42406271.998253606,501051306.7953655
Norway,2024,10,Financial,Commitment,0.0,0.0
Norway,2024,10,Humanitarian,Allocation,228130631.7059527,2706343722.505096
Norway,2024,10,Military,Allocation,144181324.79406223,1710669012.4095504
Norway,2024,10,Military,Commitment,0.0,0.0
Norway,2024,11,Financial,Allocation,1703466.9608527066,19705705.80314411
Norway,2024,11,Humanitarian,Allocation,11072535.245542593,131241482.6651957
Norway,2024,11,Humanitarian,Commitment,0.0,0.0
Norway,2024,11,Military,Allocation,42586674.02131766,494857152.1277112
Norway,2024,12,Humanitarian,Allocation,120602751.46504703,1419827393.8275807
Norway,2024,12,Military,Allocation,234148069.27887934,2753794156.600784
Norway,2025,1,Humanitarian,Allocation,13962707.80557161,164997318.13843971
Norway,2025,1,Military,Allocation,59596923.56036663,700889619.5316918
Norway,2025,2,Financial,Commitment,0.0,0.0
Norway,2025,2,Military,Allocation,154408424.86679053,1799347109.710188
Norway,2025,3,Financial,Allocation,140201223.63405126,1592475598.6473713
Norway,2025,3,Humanitarian,Allocation,81231947.76874009,921454599.5147032
Norway,2025,4,Financial,Allocation,205693876.8269587,2446147146.7260466
Norway,2025,4,Humanitarian,Allocation,4477115.183502591,52957556.9480604
Norway,2025,4,Military,Allocation,455020785.60774344,5456646275.356585
Norway,2025,4,Military,Commitment,0.0,0.0
Norway,2025,5,Humanitarian,Allocation,45702394.0581139,533461194.6433345
Norway,2025,6,Humanitarian,Allocation,38526835.55668098,447144905.1000794
Norway,2025,6,Military,Allocation,1488449408.423687,17440084156.394268
Norway,2025,7,Financial,Allocation,97016157.13316342,1145081702.6427279
Norway,2025,7,Humanitarian,Allocation,141306141.9113467,1667894391.7692158
Norway,2025,8,Financial,Allocation,84279504.5488859,1002588986.1135467
Norway,2025,8,Financial,Commitment,0.0,0.0
Norway,2025,8,Military,Allocation,124492799.38635501,1476338676.9862933
Norway,2025,8,Military,Commitment,0.0,0.0
Norway,2025,9,Humanitarian,Allocation,17651824.385379992,206051888.2622379
Norway,2025,10,Financial,Allocation,128609068.69140834,1497395386.7740674
Norway,2025,10,Military,Allocation,181478758.2552111,2126399743.6467123
Norway,2025,11,Humanitarian,Allocation,49828772.15517105,585350852.0507094
Norway,2025,12,Military,Allocation,1165283867.446416,13869581404.768847
Norway,2026,1,Humanitarian,Allocation,259342709.47318497,3045683912.8330984
Norway,2026,1,Military,Allocation,0.0,0.0
Norway,2026,2,Financial,Allocation,169148211.89196503,1903593976.6321745
Norway,2026,2,Humanitarian,Allocation,86400000.0,991353600.0
Norway,2026,2,Military,Allocation,574174513.7183541,6476202674.769888
Poland,2022,2,Financial,Allocation,881686489.9179147,8894276972.99394
Poland,2022,2,Military,Allocation,0.0,0.0
Poland,2022,3,Financial,Allocation,6312848.293106461,62129790.33109516
Poland,2022,4,Humanitarian,Allocation,3369154.877502968,32555469.750335682
Poland,2022,5,Humanitarian,Allocation,100000000.0,984629999.9999999
Poland,2022,7,Military,Allocation,13040030.092113942,131318319.03962423
Poland,2022,8,Humanitarian,Allocation,7404895.387072128,72359897.23293014
Poland,2022,11,Humanitarian,Allocation,2308535.4768567206,23919890.34345091
Poland,2023,1,Humanitarian,Allocation,11143095.923484076,119169839.35370044
Poland,2023,1,Military,Allocation,165256685.88544607,1778161940.1273997
Poland,2023,3,Military,Allocation,300718974.4023977,3442841322.240731
Poland,2023,6,Humanitarian,Allocation,944470.2803524825,11142388.132458411
Poland,2023,7,Financial,Allocation,25000000.0,281200000.0
Poland,2023,7,Humanitarian,Allocation,3698089.32008733,41346487.64323639
Poland,2023,12,Humanitarian,Allocation,6878807.480280752,77833706.63937671
Poland,2024,3,Military,Allocation,100000000.0,1157250000.0
Poland,2024,12,Humanitarian,Allocation,3161303.768508262,37519933.7765403
Poland,2024,12,Military,Allocation,200000000.0,2352700000.0
Poland,2025,1,Humanitarian,Allocation,2119315.3113038717,24924207.718589183
Poland,2025,4,Humanitarian,Allocation,1758408.7104533883,20087181.903864283
Poland,2025,5,Military,Allocation,200000000.0,2327000000.0
Poland,2025,10,Military,Allocation,25430800.355140187,295607623.32814956
Poland,2025,12,Military,Allocation,85406473.81071487,1004209319.0663854
Poland,2026,1,Humanitarian,Allocation,1661659.0818146677,19178869.122304894
Poland,2026,1,Military,Allocation,91155077.22015552,1069203478.2538142
Poland,2026,2,Military,Allocation,200000000.0,2294800000.0
Portugal,2022,2,Military,Allocation,2689522.919440305,26829604.835168704
Portugal,2022,3,Humanitarian,Allocation,100000.0,983580.0000000001
Portugal,2022,4,Military,Allocation,2239448.1309229606,21840217.89682617
Portugal,2022,5,Financial,Allocation,0.0,0.0
Portugal,2022,5,Humanitarian,Allocation,1100000.0,10830930.0
Portugal,2022,5,Military,Allocation,751879.8695467222,7504362.601971924
Portugal,2022,10,Military,Allocation,35722766.903009124,369098344.4719612
Portugal,2022,12,Humanitarian,Allocation,517474.64753895614,5415717.862973039
Portugal,2023,1,Military,Allocation,922187.87259727,9879859.773070851
Portugal,2023,2,Military,Allocation,27997872.161715712,306674692.723353
Portugal,2023,4,Military,Allocation,751289.7603574125,8752901.353044033
Portugal,2023,5,Military,Allocation,0.0,0.0
Portugal,2023,6,Military,Allocation,3156237.202145494,37076318.41360312
Portugal,2024,2,Military,Allocation,1371851.964585842,15624022.024668155
Portugal,2024,3,Military,Allocation,100000000.0,1146700000.0
Portugal,2024,5,Military,Commitment,0.0,0.0
Portugal,2024,7,Military,Allocation,52000000.0,606970000.0
Portugal,2024,7,Military,Commitment,0.0,0.0
Portugal,2024,10,Military,Commitment,0.0,0.0
Portugal,2025,2,Financial,Allocation,105000.0,1230022.5
Portugal,2025,3,Military,Allocation,74000000.0,874680000.0
Portugal,2025,7,Military,Allocation,20500000.0,242863500.0
Portugal,2025,10,Military,Allocation,60000000.0,703350000.0
Portugal,2025,12,Humanitarian,Allocation,600000.0,7148999.999999999
Romania,2022,2,Humanitarian,Allocation,472790.30850210274,4776033.138426541
Romania,2022,2,Military,Allocation,3000000.0,29926800.0
Romania,2022,3,Humanitarian,Allocation,1010461.3502926825,9962946.821615791
Romania,2022,4,Humanitarian,Allocation,3228195.7228200594,30891573.330381993
Romania,2022,4,Military,Allocation,0.0,0.0
Romania,2022,5,Humanitarian,Allocation,3200000.0,31508159.999999996
Romania,2022,10,Military,Allocation,407097.0587237507,4206248.93985141
Romania,2023,2,Humanitarian,Allocation,1018604.8169821794,11175419.028556585
Romania,2023,3,Humanitarian,Allocation,114080958.1176554,1292765417.389271
Romania,2023,4,Military,Allocation,756766.0660827986,8626376.387277821
Romania,2023,7,Military,Allocation,0.0,0.0
Romania,2024,9,Military,Allocation,360165676.2110571,4237709346.2992983
Romania,2025,12,Military,Allocation,50000000.0,591300000.0
Slovakia,2022,2,Military,Allocation,17200000.0,171917260.0
Slovakia,2022,3,Military,Allocation,32200000.0,316905960.0
Slovakia,2022,4,Humanitarian,Allocation,5000000.0,47539999.99999999
Slovakia,2022,4,Military,Allocation,68000000.0,646543999.9999999
Slovakia,2022,6,Military,Allocation,72166678.13876654,754776853.3177315
Slovakia,2022,8,Military,Allocation,16632654.76016725,162065261.45211765
Slovakia,2022,12,Humanitarian,Allocation,4000000.0,41952000.0
Slovakia,2022,12,Military,Allocation,9000000.0,94993200.0
Slovakia,2023,1,Military,Allocation,0.0,0.0
Slovakia,2023,2,Military,Allocation,4500000.0,49335750.0
Slovakia,2023,3,Military,Allocation,472564899.4817815,5397541768.901011
Slovakia,2023,6,Military,Allocation,4200000.0,49549500.0
Slovakia,2023,7,Financial,Allocation,5000000.0,56240000.0
Slovakia,2024,1,Humanitarian,Allocation,203492.0,2296305.474
Slovakia,2024,11,Humanitarian,Allocation,500000.0,5829750.0
Slovakia,2025,3,Humanitarian,Allocation,750000.0,8481750.0
Slovakia,2025,4,Humanitarian,Allocation,3500000.0,42418250.0
Slovakia,2025,10,Humanitarian,Allocation,2794495.833333333,32561476.079166662
Slovakia,2026,2,Humanitarian,Allocation,763257.3125,8592369.19546875
Slovenia,2022,2,Humanitarian,Allocation,1263000.0,12599182.8
Slovenia,2022,3,Humanitarian,Allocation,363010.7798418536,3445807.225492827
Slovenia,2022,4,Humanitarian,Allocation,1820000.0,17421222.0
Slovenia,2022,6,Military,Allocation,23487268.685641527,245648645.7293876
Slovenia,2022,7,Military,Allocation,0.0,0.0
Slovenia,2022,9,Military,Allocation,27379222.793884788,281266755.76157844
Slovenia,2022,11,Humanitarian,Allocation,133939.0,1379370.7915
Slovenia,2022,12,Humanitarian,Allocation,2146002.9198165177,22541591.751864262
Slovenia,2023,4,Military,Allocation,0.0,0.0
Slovenia,2023,6,Humanitarian,Allocation,228405.0,2627228.5124999997
Slovenia,2023,9,Humanitarian,Allocation,205919.0586557319,2330180.0677482625
Slovenia,2023,11,Humanitarian,Allocation,5200000.0,60899000.0
Slovenia,2023,12,Humanitarian,Allocation,3050000.0,35654650.0
Slovenia,2024,3,Military,Allocation,1000000.0,11520500.0
Slovenia,2024,6,Humanitarian,Allocation,4000000.0,45964000.0
Slovenia,2024,10,Humanitarian,Allocation,500000.0,5842250.0
Slovenia,2025,7,Humanitarian,Allocation,4499020.0,53275145.33
Slovenia,2025,7,Humanitarian,Commitment,0.0,0.0
Slovenia,2025,9,Humanitarian,Allocation,1000000.0,11674000.0
Slovenia,2025,10,Military,Allocation,43000000.0,502197000.0
Slovenia,2026,2,Humanitarian,Allocation,500000.0,5734750.0
Slovenia,2026,2,Humanitarian,Commitment,0.0,0.0
Slovenia,2026,2,Military,Allocation,4228705.297299125,47894316.197209895
South Korea,2022,2,Humanitarian,Allocation,8816864.899179148,87696946.71968539
South Korea,2022,3,Military,Allocation,726021.5596837072,7158427.374169416
South Korea,2022,4,Humanitarian,Allocation,27729669.773686983,264660287.22100067
South Korea,2022,4,Military,Allocation,1478915.7212633057,14152188.211484952
South Korea,2022,5,Military,Allocation,1115470.0571914734,11456323.67537931
South Korea,2022,6,Humanitarian,Allocation,48458149.77973569,500275881.05726886
South Korea,2022,12,Humanitarian,Allocation,8310660.400692553,85903972.29779865
South Korea,2023,2,Humanitarian,Allocation,121324112.70076808,1326921820.6083004
South Korea,2023,5,Financial,Allocation,0.0,0.0
South Korea,2023,7,Financial,Allocation,9043109.796271654,102544343.53482242
South Korea,2023,7,Humanitarian,Allocation,36172439.185086615,405511129.4844135
South Korea,2023,8,Financial,Commitment,0.0,0.0
South Korea,2023,8,Humanitarian,Commitment,0.0,0.0
South Korea,2023,9,Financial,Commitment,0.0,0.0
South Korea,2024,2,Humanitarian,Allocation,20380344.8777841,231439196.43211624
South Korea,2024,4,Financial,Allocation,93216088.2090526,1094123835.353755
South Korea,2024,4,Military,Allocation,11185930.585086312,129888788.76790525
South Korea,2024,5,Humanitarian,Allocation,14798061.117674017,170114811.0935011
South Korea,2024,6,Humanitarian,Allocation,1161818.012826471,13350450.785388976
South Korea,2024,7,Humanitarian,Allocation,9221615.466653839,108644462.62038219
South Korea,2024,8,Humanitarian,Allocation,7264682.087605464,85857645.25236519
South Korea,2024,10,Financial,Allocation,91706539.07496011,1070536283.891547
South Korea,2025,1,Humanitarian,Allocation,20079725.35143251,236077330.956792
South Korea,2025,4,Humanitarian,Allocation,93419357.1399908,1069710119.9844836
South Korea,2025,9,Humanitarian,Allocation,381001.8248104483,4424193.189698925
South Korea,2025,10,Humanitarian,Allocation,477196.26168224297,5541441.588785047
South Korea,2025,11,Humanitarian,Allocation,12153768.965934845,143341551.18423557
South Korea,2025,12,Humanitarian,Allocation,170812.94762142975,2047329.8276009324
Spain,2022,2,Humanitarian,Allocation,150000.0,1496340.0
Spain,2022,3,Humanitarian,Allocation,71823671.45946117,704079340.204233
Spain,2022,3,Military,Allocation,25990664.30972711,256689882.06095427
Spain,2022,4,Humanitarian,Allocation,462161.162894783,4394228.3368035965
Spain,2022,4,Military,Allocation,28408676.954211995,272121034.80900586
Spain,2022,6,Military,Allocation,118360000.0,1223487320.0
Spain,2022,7,Financial,Allocation,149700000.0,1538960910.0
Spain,2022,7,Military,Allocation,1116280.80483914,11470231.7820441
Spain,2022,8,Military,Allocation,8304652.768757875,80023634.07975088
Spain,2022,10,Military,Allocation,204917993.45591477,2121829640.1563163
Spain,2022,11,Military,Allocation,70216956.32603283,718937372.430985
Spain,2022,12,Financial,Allocation,100000000.0,1043089999.9999999
Spain,2023,1,Humanitarian,Allocation,4500000.0,48321000.0
Spain,2023,1,Military,Allocation,19853964.4493385,214216334.82258266
Spain,2023,2,Military,Allocation,1060420.9013448313,11512883.6838107
Spain,2023,4,Financial,Allocation,100000000.0,1145700000.0
Spain,2023,4,Humanitarian,Allocation,4189856.6601998787,49402599.88041677
Spain,2023,5,Military,Allocation,0.0,0.0
Spain,2023,7,Financial,Allocation,70000000.0,787360000.0
Spain,2023,9,Military,Allocation,5653856.970939561,64940201.168211795
Spain,2023,10,Humanitarian,Allocation,1420112.2319000242,16324616.13936035
Spain,2023,10,Military,Allocation,85206733.91400145,985867473.4051709
Spain,2024,1,Military,Allocation,104194.16705222309,1183854.1260473586
Spain,2024,2,Military,Allocation,6621467.665391792,74855854.80334291
Spain,2024,3,Military,Allocation,37364466.43681684,432400287.8400629
Spain,2024,5,Financial,Allocation,51000000.0,582165000.0
Spain,2024,5,Humanitarian,Allocation,16500000.0,188347500.0
Spain,2024,5,Military,Allocation,1500000.0,17122500.0
Spain,2024,5,Military,Commitment,0.0,0.0
Spain,2024,7,Military,Allocation,29209217.084846888,348816470.42724156
Spain,2024,8,Humanitarian,Allocation,360000.0,4216320.0
Spain,2024,9,Military,Allocation,0.0,0.0
Spain,2025,1,Humanitarian,Allocation,5650000.0,66548524.99999999
Spain,2025,2,Military,Commitment,0.0,0.0
Spain,2025,8,Humanitarian,Allocation,4350000.0,51886800.0
Spain,2025,10,Humanitarian,Allocation,1745076.0,20280864.185999997
Spain,2025,11,Humanitarian,Allocation,202000000.0,2370126600.0
Spain,2025,11,Military,Allocation,615000000.0,7215979500.0
Spain,2026,1,Military,Allocation,37000000.0,434972000.0
Spain,2026,2,Humanitarian,Allocation,1000000.0,11399500.0
Sweden,2022,2,Military,Allocation,85436211.18882114,852277468.3352041
Sweden,2022,3,Financial,Allocation,45376347.4802317,446162936.59937817
Sweden,2022,4,Financial,Allocation,0.0,0.0
Sweden,2022,4,Humanitarian,Allocation,0.0,0.0
Sweden,2022,5,Humanitarian,Allocation,21913878.457661387,215770621.45767128
Sweden,2022,6,Humanitarian,Allocation,9433501.106721198,95132141.91072993
Sweden,2022,6,Military,Allocation,84901509.96049078,856189277.1965694
Sweden,2022,7,Military,Allocation,54628029.84352817,561324857.8541893
Sweden,2022,8,Financial,Allocation,47609565.13423206,460241666.1526213
Sweden,2022,8,Military,Allocation,47609565.13423206,460241666.1526213
Sweden,2022,9,Humanitarian,Allocation,9844733.182487847,98435518.14505948
Sweden,2022,11,Financial,Allocation,12867878.224750858,133407727.49510452
Sweden,2022,11,Humanitarian,Allocation,15625280.701483184,161995097.6726269
Sweden,2022,11,Military,Allocation,275740247.6732327,2858737017.7522397
Sweden,2022,12,Financial,Allocation,54615414.29042656,571708695.2507561
Sweden,2023,1,Humanitarian,Allocation,1784902.9661842017,19209125.72207438
Sweden,2023,1,Military,Allocation,383754137.72960335,4123821964.042318
Sweden,2023,2,Humanitarian,Allocation,46542996.55447566,509040753.3163004
Sweden,2023,2,Military,Allocation,601881500.6357147,6582777972.45281
Sweden,2023,5,Humanitarian,Allocation,11000000.0,127055500.0
Sweden,2023,6,Humanitarian,Allocation,24412081.510371756,285816650.3234325
Sweden,2023,6,Military,Allocation,21410350.386223253,248338654.1298035
Sweden,2023,7,Humanitarian,Commitment,0.0,0.0
Sweden,2023,8,Military,Allocation,275150909.6912383,3156118509.613348
Sweden,2023,10,Military,Allocation,188885935.92005602,2192776830.09593
Sweden,2023,12,Financial,Allocation,107115675.53346425,1261608426.4331422
Sweden,2023,12,Humanitarian,Allocation,8926306.294455355,105134035.53609517
Sweden,2024,1,Military,Allocation,4431297.367043958,50348400.68435345
Sweden,2024,2,Humanitarian,Allocation,6577788.914774882,74914437.95037112
Sweden,2024,2,Military,Allocation,631112179.6608332,7148923215.1080885
Sweden,2024,3,Humanitarian,Allocation,3538138.4792019376,41334302.78327663
Sweden,2024,3,Military,Allocation,30000000.0,346695000.0
Sweden,2024,4,Humanitarian,Allocation,25900958.130357984,300118670.7281161
Sweden,2024,5,Humanitarian,Allocation,67564051.85570323,772771374.1244941
Sweden,2024,5,Military,Allocation,1118895126.2727923,12774425656.65647
Sweden,2024,5,Military,Commitment,0.0,0.0
Sweden,2024,7,Humanitarian,Allocation,1515458.752970207,17720378.737399157
Sweden,2024,8,Humanitarian,Allocation,872931.0047237473,10302331.717749665
Sweden,2024,9,Humanitarian,Allocation,44198978.417465255,521079717.90134084
Sweden,2024,9,Military,Allocation,140873237.983953,1682096898.1473908
Sweden,2024,10,Humanitarian,Allocation,47045102.17518021,554385377.4073966
Sweden,2024,10,Military,Allocation,63000000.0,750456000.0000001
Sweden,2024,11,Humanitarian,Allocation,4316733.09639265,49935968.459070176
Sweden,2024,11,Military,Allocation,219535064.73270234,2614443085.9017525
Sweden,2025,1,Military,Allocation,1095850055.9091012,12888840432.574894
Sweden,2025,2,Humanitarian,Allocation,9557772.958882015,112060109.0564122
Sweden,2025,3,Financial,Allocation,9117836.311392346,105744106.62137274
Sweden,2025,3,Humanitarian,Allocation,43396341.92407188,501471785.8324455
Sweden,2025,3,Military,Allocation,991783526.9353913,11319225392.91362
Sweden,2025,5,Humanitarian,Allocation,0.0,0.0
Sweden,2025,5,Military,Allocation,367056228.65195215,4226836001.0415545
Sweden,2025,6,Humanitarian,Allocation,2270782.853470059,26185532.474789985
Sweden,2025,6,Military,Allocation,49957222.776341304,575831928.331498
Sweden,2025,7,Financial,Allocation,20000000.0,236060000.00000003
Sweden,2025,7,Humanitarian,Allocation,14734087.573670436,174933580.1309179
Sweden,2025,7,Military,Allocation,133946250.66973123,1590611726.7030582
Sweden,2025,8,Humanitarian,Commitment,0.0,0.0
Sweden,2025,8,Military,Allocation,236428395.9715057,2803331491.034143
Sweden,2025,9,Humanitarian,Allocation,104087253.13367094,1215478898.468442
Sweden,2025,9,Military,Allocation,836334260.986701,9711513438.577572
Sweden,2025,11,Military,Allocation,0.0,0.0
Sweden,2025,12,Financial,Commitment,0.0,0.0
Sweden,2025,12,Humanitarian,Allocation,167774587.3159475,1982087138.9424274
Sweden,2025,12,Military,Commitment,0.0,0.0
Sweden,2026,2,Humanitarian,Allocation,127831606.42345594,1460078997.9581735
Sweden,2026,2,Military,Allocation,1210658194.6015973,13629710573.58583
Switzerland,2022,2,Financial,Allocation,2867671.307514733,28572903.3738153
Switzerland,2022,3,Humanitarian,Allocation,58562916.94250648,574109843.6624738
Switzerland,2022,7,Financial,Allocation,56980590.10932976,586660759.6476374
Switzerland,2022,8,Humanitarian,Allocation,21980536.524302423,217866681.92158073
Switzerland,2022,11,Humanitarian,Allocation,101610057.54824169,1040365057.224937
Switzerland,2022,12,Financial,Allocation,37506697.624575816,391749955.3491695
Switzerland,2022,12,Humanitarian,Allocation,48150490.1937122,502922239.9752852
Switzerland,2023,2,Humanitarian,Allocation,115095130.16350576,1262190744.938086
Switzerland,2023,4,Humanitarian,Allocation,162508957.74202833,1864709035.6109042
Switzerland,2023,4,Humanitarian,Commitment,0.0,0.0
Switzerland,2023,6,Humanitarian,Allocation,1229004.5063498567,14255223.26915199
Switzerland,2023,7,Humanitarian,Allocation,19972797.965760916,227109702.55166906
Switzerland,2023,9,Humanitarian,Allocation,1228870.9779221348,14109896.56850195
Switzerland,2023,9,Humanitarian,Commitment,0.0,0.0
Switzerland,2023,10,Financial,Allocation,9836369.536092864,115975715.01530291
Switzerland,2023,12,Humanitarian,Allocation,31775232.042812947,358726482.1473368
Switzerland,2024,1,Humanitarian,Allocation,55084547.31506837,621160897.7983686
Switzerland,2024,3,Humanitarian,Allocation,932096.7516428205,10700936.7572354
Switzerland,2024,6,Financial,Allocation,5199937.60074879,59250688.9917321
Switzerland,2024,6,Financial,Commitment,0.0,0.0
Switzerland,2024,8,Humanitarian,Allocation,15481332.550913408,181851472.80930436
Switzerland,2024,9,Financial,Allocation,112902246.2556769,1337186868.7894635
Switzerland,2024,10,Humanitarian,Allocation,37929532.968305595,446431881.56054
Switzerland,2024,12,Humanitarian,Allocation,56561635.66440025,665554429.2196758
Switzerland,2025,2,Humanitarian,Commitment,0.0,0.0
Switzerland,2025,7,Humanitarian,Commitment,0.0,0.0
Switzerland,2025,8,Humanitarian,Allocation,99289772.72727275,1166456250.0
Switzerland,2025,9,Humanitarian,Allocation,51873927.3959483,606601674.3561946
Switzerland,2025,10,Humanitarian,Allocation,5416424.967470768,63250302.5576399
Switzerland,2025,11,Humanitarian,Allocation,17331115.811682902,202832076.55832037
Switzerland,2026,2,Humanitarian,Allocation,35009600.28882921,394383147.25366104
Taiwan,2022,2,Humanitarian,Allocation,238055.352277837,2367817.5614315057
Taiwan,2022,4,Humanitarian,Allocation,7856739.76921131,77015460.50711243
Taiwan,2022,5,Humanitarian,Allocation,4537505.317389044,45944888.21666589
Taiwan,2022,6,Humanitarian,Allocation,473224.1189427314,4925553.2420154195
Taiwan,2022,10,Humanitarian,Commitment,0.0,0.0
Taiwan,2022,12,Humanitarian,Allocation,944393.2273514265,9940210.914487438
Taiwan,2023,1,Humanitarian,Allocation,1857182.6539140125,19942427.337728664
Taiwan,2023,6,Humanitarian,Allocation,4381973.942979826,52439082.17563958
Taiwan,2023,7,Humanitarian,Allocation,5878021.367576575,65867298.823103845
Taiwan,2023,8,Humanitarian,Allocation,550011.1596467175,6324303.319197781
Taiwan,2023,11,Humanitarian,Allocation,0.0,0.0
Taiwan,2024,6,Humanitarian,Allocation,1115345.2923134118,12663630.448926477
Taiwan,2024,8,Humanitarian,Allocation,250000.0,2944625.0
Taiwan,2024,11,Humanitarian,Allocation,4703605.649702329,56191624.894168876
Taiwan,2024,12,Financial,Allocation,4000000.0,46703200.0
Taiwan,2024,12,Humanitarian,Allocation,4771561.493498748,56511988.548252426
Taiwan,2025,1,Humanitarian,Allocation,540868.022934209,6358985.345637495
Taiwan,2025,5,Humanitarian,Allocation,1773356.584008546,20563842.9481631
Taiwan,2025,7,Humanitarian,Allocation,3925575.64564654,46612753.7606863
Taiwan,2025,9,Humanitarian,Allocation,0.0,0.0
Taiwan,2025,11,Humanitarian,Allocation,0.0,0.0
Taiwan,2026,1,Humanitarian,Allocation,4900000.0,56462700.0
Turkiye,2022,2,Humanitarian,Allocation,218686.46346732025,2181528.6849646
Turkiye,2022,2,Military,Allocation,0.0,0.0
Turkiye,2022,3,Humanitarian,Allocation,4323140.753484115,42381045.74863082
Turkiye,2022,6,Humanitarian,Allocation,0.0,0.0
Turkiye,2022,8,Military,Allocation,66243206.813362315,647321992.6594952
United Kingdom,2022,2,Financial,Allocation,140832883.28474796,1403230682.4725718
United Kingdom,2022,2,Humanitarian,Allocation,47739960.43550778,476234749.32045144
United Kingdom,2022,2,Military,Allocation,75268641.05661307,749961685.7598814
