land,aar,maaned,kategori,maal,sum_eur,sum_nok
United Kingdom,2022,3,Financial,Allocation,123268942.85951926,1200205407.8640938
United Kingdom,2022,3,Humanitarian,Allocation,175756882.6416036,1729655285.7024035
United Kingdom,2022,3,Military,Allocation,622991631.6086252,5932748286.167851
United Kingdom,2022,4,Financial,Allocation,382523459.4465365,3681979558.902637
United Kingdom,2022,4,Humanitarian,Allocation,11953858.107704265,114037415.57587714
United Kingdom,2022,4,Military,Allocation,198597565.23881084,1888265650.2906132
United Kingdom,2022,5,Financial,Allocation,47265680.38946921,487318617.9515054
United Kingdom,2022,5,Military,Allocation,394756569.6567918,3911679257.6718173
United Kingdom,2022,5,Military,Commitment,0.0,0.0
United Kingdom,2022,6,Financial,Allocation,425700000.0,4334392260.0
United Kingdom,2022,6,Humanitarian,Allocation,11660571.367997034,121672231.93936504
United Kingdom,2022,6,Military,Allocation,84632368.70913872,871108321.28747
United Kingdom,2022,6,Military,Commitment,0.0,0.0
United Kingdom,2022,7,Humanitarian,Allocation,5885448.984087428,60614239.08711642
United Kingdom,2022,7,Military,Allocation,226308921.78794608,2302693279.1923513
United Kingdom,2022,8,Military,Allocation,447488654.74450684,4369949915.012344
United Kingdom,2022,9,Financial,Allocation,504858111.92245376,5343317284.964867
United Kingdom,2022,9,Military,Commitment,0.0,0.0
United Kingdom,2022,10,Humanitarian,Allocation,3663873.5285137566,37891780.031889275
United Kingdom,2022,10,Military,Allocation,308385426.5884767,3192560128.757205
United Kingdom,2022,11,Humanitarian,Allocation,11508527.295611173,119314656.73724884
United Kingdom,2022,11,Military,Allocation,272900381.32032484,2827420367.2368016
United Kingdom,2022,12,Financial,Allocation,472196613.67571324,4931999190.52009
United Kingdom,2022,12,Military,Allocation,944.3932273514265,9929.161513727428
United Kingdom,2023,1,Military,Allocation,910039261.9335469,9732414886.748318
United Kingdom,2023,2,Military,Allocation,282326369.282891,3082806324.1106715
United Kingdom,2023,3,Humanitarian,Allocation,11338891.362081857,128401605.78421496
United Kingdom,2023,4,Military,Allocation,364706537.8712283,4249013519.4687448
United Kingdom,2023,6,Financial,Allocation,461260415.05050796,5350159554.170842
United Kingdom,2023,6,Financial,Commitment,0.0,0.0
United Kingdom,2023,6,Humanitarian,Allocation,152339891.1767166,1771766043.7050736
United Kingdom,2023,6,Humanitarian,Commitment,0.0,0.0
United Kingdom,2023,6,Military,Allocation,361050200.8010867,4189224716.1626606
United Kingdom,2023,7,Humanitarian,Allocation,6149314.661464725,71999250.71375974
United Kingdom,2023,7,Military,Allocation,94412006.44828585,1069782445.0655268
United Kingdom,2023,8,Financial,Allocation,223536307.94556162,2586985691.853985
United Kingdom,2023,9,Military,Allocation,0.0,0.0
United Kingdom,2023,10,Humanitarian,Allocation,50692199.89484511,586523960.4433265
United Kingdom,2023,12,Humanitarian,Allocation,42649113.08779579,503088937.983639
United Kingdom,2024,1,Humanitarian,Allocation,20961164.678531956,236368573.4974656
United Kingdom,2024,1,Military,Allocation,378465473.36238253,4267765910.370907
United Kingdom,2024,1,Military,Commitment,0.0,0.0
United Kingdom,2024,2,Humanitarian,Allocation,9945447.687223747,113268703.70979127
United Kingdom,2024,2,Military,Allocation,327423593.6814292,3729027308.437797
United Kingdom,2024,3,Financial,Allocation,474604955.75872415,5517757215.650927
United Kingdom,2024,4,Military,Allocation,827301787.9866638,9694736002.52172
United Kingdom,2024,4,Military,Commitment,0.0,0.0
United Kingdom,2024,5,Financial,Allocation,18699443.107209966,221457504.71868762
United Kingdom,2024,5,Humanitarian,Allocation,23374303.884012457,276821880.89835954
United Kingdom,2024,6,Humanitarian,Allocation,285906183.78451186,3278629162.5488896
United Kingdom,2024,7,Military,Allocation,290952279.3055425,3338363334.1421194
United Kingdom,2024,7,Military,Commitment,0.0,0.0
United Kingdom,2024,9,Financial,Allocation,435800468.2153792,5202150189.086981
United Kingdom,2024,9,Humanitarian,Allocation,23803505.462904505,284142444.7106911
United Kingdom,2024,9,Military,Allocation,549860976.193094,6476508943.883802
United Kingdom,2024,10,Military,Commitment,0.0,0.0
United Kingdom,2024,11,Humanitarian,Allocation,1199346.1849940093,14120502.30902697
United Kingdom,2024,11,Military,Allocation,8995096.387455069,104878326.32953237
United Kingdom,2024,12,Financial,Allocation,6680186.090898247,78792794.94214483
United Kingdom,2024,12,Humanitarian,Allocation,47702894.29763225,561587757.6258211
United Kingdom,2024,12,Military,Allocation,271725347.26499385,3210244770.192816
United Kingdom,2025,1,Humanitarian,Allocation,4171230.6430520844,49022388.13246962
United Kingdom,2025,1,Military,Allocation,88191733.59595835,1031534612.0051268
United Kingdom,2025,2,Humanitarian,Allocation,62597055.530811,730463820.1056929
United Kingdom,2025,2,Military,Allocation,204644220.00457445,2385922885.242745
United Kingdom,2025,3,Military,Allocation,2809951113.723031,32937635265.02301
United Kingdom,2025,4,Military,Allocation,1290720806.6653666,15547904540.537945
United Kingdom,2025,5,Humanitarian,Allocation,28927252.814253606,337653358.47437525
United Kingdom,2025,6,Military,Allocation,541297769.8083606,6256643225.372634
United Kingdom,2025,7,Financial,Allocation,30000000.0,354090000.0
United Kingdom,2025,7,Humanitarian,Allocation,13762205.975522682,162447575.9008035
United Kingdom,2025,7,Humanitarian,Commitment,0.0,0.0
United Kingdom,2025,9,Humanitarian,Allocation,163416471.3759625,1893098112.6548376
United Kingdom,2025,9,Military,Allocation,17262303.314362235,201968948.77803814
United Kingdom,2025,11,Humanitarian,Allocation,20909922.55373794,243737421.37471384
United Kingdom,2025,12,Financial,Allocation,5978453.166750041,70802820.85382073
United Kingdom,2025,12,Humanitarian,Allocation,19428571.42857143,228956000.0
United Kingdom,2025,12,Military,Allocation,488000000.0,5849070400.0
United Kingdom,2026,1,Humanitarian,Allocation,23034019.052424338,269965613.500129
United Kingdom,2026,2,Humanitarian,Allocation,78403838.49231601,882206922.0032475
United Kingdom,2026,2,Military,Allocation,620465004.0502577,6982402923.079576
United States,2022,2,Humanitarian,Allocation,47611070.4555674,474948994.4365581
United States,2022,2,Military,Allocation,308590271.4712702,3078373112.088803
United States,2022,3,Humanitarian,Allocation,166399322.5114033,1616530014.5034645
United States,2022,3,Military,Allocation,907526949.604634,8893491848.040531
United States,2022,3,Military,Commitment,0.0,0.0
United States,2022,4,Financial,Allocation,462161162.894783,4426949347.136547
United States,2022,4,Military,Allocation,2298789624.238651,22087677100.157627
United States,2022,4,Military,Commitment,0.0,0.0
United States,2022,5,Financial,Allocation,472656803.89469206,4863543980.715602
United States,2022,5,Financial,Commitment,0.0,0.0
United States,2022,5,Humanitarian,Allocation,367567420.7118212,3741568033.3544455
United States,2022,5,Military,Allocation,236328401.94734603,2389885144.3966537
United States,2022,6,Financial,Allocation,1230382709.2511017,12357717855.176214
United States,2022,6,Humanitarian,Allocation,213381849.0156939,2226532903.554258
United States,2022,6,Military,Allocation,3194262802.863437,33064663709.73294
United States,2022,7,Financial,Allocation,1670120744.5838032,17310968529.685577
United States,2022,7,Humanitarian,Allocation,383154932.7975224,3814613879.945574
United States,2022,7,Military,Allocation,1463811711.4293334,15075323287.658417
United States,2022,8,Financial,Allocation,4442937232.243277,43824244271.40123
United States,2022,8,Humanitarian,Allocation,11665616.902907873,113943913.09915264
United States,2022,8,Military,Allocation,5237729337.122352,51052572396.26709
United States,2022,9,Financial,Commitment,0.0,0.0
United States,2022,9,Humanitarian,Allocation,36099902.5164882,382074148.2540079
United States,2022,9,Military,Allocation,2398076031.631655,24603808236.530613
United States,2022,9,Military,Commitment,0.0,0.0
United States,2022,10,Military,Allocation,1653831801.0652373,17171575295.993488
United States,2022,11,Financial,Allocation,4411214286.987364,45627394977.4538
United States,2022,11,Humanitarian,Allocation,24506746.03881869,251917095.90603673
United States,2022,11,Military,Allocation,1176323809.8632972,12127624004.13496
United States,2022,12,Financial,Commitment,0.0,0.0
United States,2022,12,Humanitarian,Allocation,616892792.8405998,6442268655.334354
United States,2022,12,Humanitarian,Commitment,0.0,0.0
United States,2022,12,Military,Allocation,2006835608.1217813,20960007307.80473
United States,2022,12,Military,Commitment,0.0,0.0
United States,2023,1,Military,Allocation,5339400130.002787,57554824031.94355
United States,2023,2,Financial,Allocation,2333156013.4763093,25586555421.787945
United States,2023,2,Humanitarian,Allocation,559697.9962856156,6121416.985375778
United States,2023,2,Military,Allocation,4325671248.985077,47407136190.98282
United States,2023,3,Military,Allocation,700553132.3862667,7866511123.565389
United States,2023,4,Financial,Allocation,2279415861.6951766,25983061407.463318
United States,2023,4,Military,Allocation,2666916558.183357,30050074967.455013
United States,2023,5,Military,Allocation,2263630089.7170463,26513008971.70462
United States,2023,6,Financial,Allocation,1153151037.6262698,13403651085.848948
United States,2023,6,Humanitarian,Allocation,90960553.84796017,1064602322.2365259
United States,2023,6,Military,Allocation,2698373428.0454717,31403520045.958305
United States,2023,7,Humanitarian,Allocation,452206540.8813156,5094558889.568901
United States,2023,7,Military,Allocation,2260777449.0679135,25751882904.646866
United States,2023,8,Military,Allocation,412508369.73503804,4746527556.3562155
United States,2023,9,Humanitarian,Allocation,107312216.43786773,1231953049.8805492
United States,2023,9,Military,Allocation,1029595293.2786595,11836297691.210556
United States,2023,10,Military,Allocation,331359520.7766723,3860158536.165525
United States,2023,11,Humanitarian,Allocation,23130527.670419425,271008827.4504692
United States,2023,11,Military,Allocation,508871608.74922734,6019557912.532963
United States,2023,12,Military,Allocation,573233956.6900628,6630046872.435533
United States,2024,2,Humanitarian,Allocation,449265.2488651853,5101631.533488612
United States,2024,3,Military,Allocation,275933113.81321174,3164125016.0960994
United States,2024,4,Financial,Allocation,237701024.93308416,2780151187.6173525
United States,2024,4,Financial,Commitment,0.0,0.0
United States,2024,4,Humanitarian,Allocation,93216088.2090526,1090255367.6930792
United States,2024,4,Military,Allocation,6653764376.362175,78422540271.56953
United States,2024,4,Military,Commitment,0.0,0.0
United States,2024,5,Military,Allocation,716781085.3873353,8319106945.419539
United States,2024,6,Humanitarian,Allocation,291086288.6885398,3332355832.906404
United States,2024,6,Military,Allocation,627381726.9262942,7206420206.338878
United States,2024,7,Military,Allocation,3942240611.9945164,45932560020.6885
United States,2024,8,Financial,Allocation,3540624432.446713,42879794376.47565
United States,2024,8,Military,Allocation,227021315.23767075,2682427105.519508
United States,2024,9,Humanitarian,Allocation,261120115.25301644,3116990815.775257
United States,2024,9,Military,Allocation,2723752926.34612,32072280749.144615
United States,2024,10,Financial,Allocation,18341307814.992023,217390350877.19293
United States,2024,10,Humanitarian,Allocation,277528895.68740034,3245452675.7448673
United States,2024,10,Military,Allocation,756578947.368421,8942155602.073364
United States,2024,11,Humanitarian,Allocation,1730926.879090457,20613608.203088254
United States,2024,11,Military,Allocation,658504790.9583261,7793968633.669753
United States,2024,12,Financial,Allocation,3254204938.566146,38547684599.78528
United States,2024,12,Military,Allocation,3559012286.7708464,41813658690.206375
United States,2025,1,Military,Allocation,482917877.6198295,5679355699.748005
